ID,hash,author,date,commit_message,is_merge,lines_changed,insertions,deletions,dmm_unit_size,dmm_unit_complexity,dmm_unit_interfacing,radon_LOC,radon_LLOC,radon_SLOC,radon_comments,radon_avg_cc,radon_avg_MI,radon_avg_vocabulary,radon_avg_length,radon_avg_volume,radon_avg_difficulty,radon_avg_effort,radon_avg_time,radon_avg_bugs
0,1db907f92378467d3f970f0ec770af16ce4737c9,Dmitry Chestnykh,2013-03-26 16:03:41+00:00,Initial commit,False,3478,3478,0,0.3788027477919529,0.6869479882237488,0.507360157016683,1145,64,1118,1,1.75,72.50500265363384,5.666666666666667,6.666666666666667,21.794692661751387,0.888888888888889,33.74456766415525,1.8746982035641804,0.007264897553917129
1,82f28af9fdd4929513ee38efcf87c9a4ca2fdb58,Dmitry Chestnykh,2013-03-26 16:29:31+00:00,test/bench.py: better output formatting.,False,2,1,1,,,,1145,64,1118,1,1.75,72.50500265363384,5.666666666666667,6.666666666666667,21.794692661751387,0.888888888888889,33.74456766415525,1.8746982035641804,0.007264897553917129
2,128f3173af21f2bf445ac4a780dadd52d873573e,Dmitry Chestnykh,2013-03-26 20:21:23+00:00,"Add blake2b-regs.c: unrolled registerized version.

It's portable and faster than reference implementation.
Still need to use SSE later.",False,1214,1213,1,0.08471275559883155,0.9571567672833495,0.9123661148977604,1145,64,1118,1,1.75,72.50500265363384,5.666666666666667,6.666666666666667,21.794692661751387,0.888888888888889,33.74456766415525,1.8746982035641804,0.007264897553917129
3,c34d93910daf3911f88f5d3abb83f14a5aea7df7,Dmitry Chestnykh,2013-03-27 12:11:38+00:00,Add blake2s-regs.c: unrolled registerized BLAKE2s.,False,1011,1010,1,0.09698996655518395,0.9520624303232998,0.9007803790412486,1145,64,1118,1,1.75,72.50500265363384,5.666666666666667,6.666666666666667,21.794692661751387,0.888888888888889,33.74456766415525,1.8746982035641804,0.007264897553917129
4,a7a9eec4e3fda9a6debfa2315a0806a24fc9be90,Dmitry Chestnykh,2013-03-28 17:10:10+00:00,"Release GIL for updates >= 2048 bytes.

Just like hashlib does. This makes it possible
to hash with pyblake2 in different threads.

Add test/threads.py to demonstrate this: 'threaded' test should be twice
as fast as 'sequential'.",False,221,192,29,0.4594594594594595,1.0,1.0,1199,105,1158,1,1.8125,71.25713370337925,7.5,11.0,38.54865780516009,1.0303030303030303,57.60317237916597,3.2001762432869985,0.012849552601720032
5,013454e3f5de8a18040f48df7a76b8ae4f4988e7,Dmitry Chestnykh,2013-03-28 20:54:36+00:00,"Fix length checking of 'person' argument.

Catched by new tests.",False,28,24,4,1.0,1.0,1.0,1219,125,1172,1,1.65,68.75178083792363,9.0,15.5,55.53797949371535,1.4834280303030303,110.64625796820681,6.147014331567045,0.01851265983123845
6,c226eb3910b872a14339bf15f60a739a35d3addf,Dmitry Chestnykh,2013-03-28 21:17:33+00:00,Tests: add test_empty_bytes(); documentation.,False,17,17,0,1.0,1.0,1.0,1236,133,1177,1,1.619047619047619,69.5532673898824,9.0,15.5,55.53797949371535,1.4834280303030303,110.64625796820681,6.147014331567045,0.01851265983123845
7,0c57921078c67060ff050a6598f58cabe188aafd,Dmitry Chestnykh,2013-03-28 21:55:42+00:00,"Add 2047- and 2048-byte benchmarks.

This is to test GIL releasing performance:
for 2047 bytes GIL is not released, for
2048 it is.",False,2,1,1,,,,1236,133,1177,1,1.619047619047619,69.5532673898824,9.0,15.5,55.53797949371535,1.4834280303030303,110.64625796820681,6.147014331567045,0.01851265983123845
8,b819667630425437a91b2623099e06656372aff8,Dmitry Chestnykh,2013-03-29 12:51:22+00:00,"Add SSE/AVX/XOP implementations.

They can be turn on using define_macros in setup.py.",False,2427,1675,752,0.45686900958466453,0.2779552715654952,0.5718849840255591,1246,133,1186,7,1.619047619047619,69.5532673898824,9.0,15.5,55.53797949371535,1.4834280303030303,110.64625796820681,6.147014331567045,0.01851265983123845
9,1ceacb445991075451c03211b5379669f308d3ea,Dmitry Chestnykh,2013-03-29 13:41:34+00:00,"Add extra flag for compiler for AVX.

Commented-out.",False,10,6,4,,,,1248,133,1188,9,1.619047619047619,69.5532673898824,9.0,15.5,55.53797949371535,1.4834280303030303,110.64625796820681,6.147014331567045,0.01851265983123845
